SampleID,BAC_O::0319-6G20,BAC_O::053A03-B-DI-P58,BAC_O::1-20,BAC_O::113B434,BAC_O::Absconditabacteriales_(SR1),BAC_O::Acetobacterales,BAC_O::Acetothermiia,BAC_O::Acholeplasmatales,BAC_O::Acidaminococcales,BAC_O::Acidobacteriae,BAC_O::Actinomarinales,BAC_O::Actinomycetales,BAC_O::Aeromonadales,BAC_O::Alteromonadales,BAC_O::Aminicenantales,BAC_O::Anaerolineales,BAC_O::Ardenticatenales,BAC_O::Arenicellales,BAC_O::B55-F-B-G02,BAC_O::BRH-c20a,BAC_O::Babeliales,BAC_O::Bacillales,BAC_O::Bacteriovoracales,BAC_O::Bacteroidales,BAC_O::Bacteroidetes_VC2.1_Bac22,BAC_O::Bdellovibrionales,BAC_O::Berkelbacteria,BAC_O::Bifidobacteriales,BAC_O::Blastocatellales,BAC_O::Brachyspirales,BAC_O::Bradymonadales,BAC_O::Bryobacterales,BAC_O::Burkholderiales,BAC_O::C10-SB1A,BAC_O::CCM19a,BAC_O::CK-2C2-2,BAC_O::Caldatribacteriales,BAC_O::Caldicoprobacterales,BAC_O::Caldilineales,BAC_O::Caldisericales,BAC_O::Calditrichales,BAC_O::Campylobacterales,BAC_O::Candidatus_Falkowbacteria,BAC_O::Candidatus_Magasanikbacteria,BAC_O::Candidatus_Peregrinibacteria,BAC_O::Candidatus_Shapirobacteria,BAC_O::Cardiobacteriales,BAC_O::Caulobacterales,BAC_O::Cellvibrionales,BAC_O::Chitinophagales,BAC_O::Chlamydiales,BAC_O::Christensenellales,BAC_O::Chthoniobacterales,BAC_O::Chthonomonadales,BAC_O::Cloacimonadales,BAC_O::Clostridia,BAC_O::Clostridia_UCG-014,BAC_O::Clostridiales,BAC_O::Competibacterales,BAC_O::Coprothermobacterales,BAC_O::Coriobacteriales,BAC_O::Corynebacteriales,BAC_O::Cytophagales,BAC_O::D8A-2,BAC_O::DS-100,BAC_O::DTU014,BAC_O::Dadabacteriales,BAC_O::Defluviicoccales,BAC_O::Deinococcales,BAC_O::Desulfitibacterales,BAC_O::Desulfitobacteriales,BAC_O::Desulfobacterales,BAC_O::Desulfobulbales,BAC_O::Desulfotomaculales,BAC_O::Desulfovibrionales,BAC_O::Desulfuromonadia,BAC_O::Dethiobacterales,BAC_O::Diplorickettsiales,BAC_O::Dongiales,BAC_O::Ectothiorhodospirales,BAC_O::Elsterales,BAC_O::Endomicrobiales,BAC_O::Enterobacterales,BAC_O::Erysipelotrichales,BAC_O::Eubacteriales,BAC_O::Fermentibacterales,BAC_O::Fibrobacterales,BAC_O::Fimbriimonadales,BAC_O::Flavobacteriales,BAC_O::Frankiales,BAC_O::Fusobacteriales,BAC_O::Gaiellales,BAC_O::Gammaproteobacteria_Incertae_Sedis,BAC_O::Gemmatales,BAC_O::Gemmatimonadales,BAC_O::Geobacterales,BAC_O::HOC36,BAC_O::Halanaerobiales,BAC_O::Haliangiales,BAC_O::Holophagales,BAC_O::Hydrogenedentiales,BAC_O::Hydrothermae,BAC_O::IMCC26256,BAC_O::Ignavibacteriales,BAC_O::Incertae_Sedis,BAC_O::Isosphaerales,BAC_O::Izemoplasmatales,BAC_O::JG36-GS-52,BAC_O::JS1,BAC_O::KD4-96,BAC_O::Kapabacteriales,BAC_O::Kosmotogales,BAC_O::LCP-89,BAC_O::LD1-PA32,BAC_O::LD1-PB3,BAC_O::Lachnospirales,BAC_O::Lactobacillales,BAC_O::Latescibacterales,BAC_O::Latescibacterota,BAC_O::Legionellales,BAC_O::Leptospirales,BAC_O::Limnochordales,BAC_O::Limnochordia,BAC_O::Lineage_IV,BAC_O::M55-D21,BAC_O::MAT-CR-H4-C10,BAC_O::MBA03,BAC_O::MBNT15,BAC_O::MD2902-B12,BAC_O::MSBL9,BAC_O::MVP-15,BAC_O::Marinimicrobia_(SAR406_clade),BAC_O::Methylococcales,BAC_O::Micavibrionales,BAC_O::Micrococcales,BAC_O::Micropepsales,BAC_O::Microtrichales,BAC_O::MidBa8,BAC_O::Monoglobales,BAC_O::Moorellales,BAC_O::Myxococcales,BAC_O::NB1-j,BAC_O::NKB15,BAC_O::Nannocystales,BAC_O::Nitrosococcales,BAC_O::Nitrospirales,BAC_O::OLB14,BAC_O::OM190,BAC_O::OPB41,BAC_O::Obscuribacterales,BAC_O::Oceanospirillales,BAC_O::Oligosphaerales,BAC_O::Omnitrophales,BAC_O::Oscillospirales,BAC_O::PB19,BAC_O::PLTA13,BAC_O::PeM15,BAC_O::Pedosphaerales,BAC_O::Peptococcales,BAC_O::Peptostreptococcales-Tissierellales,BAC_O::Petrotogales,BAC_O::Phycisphaerales,BAC_O::Pirellulales,BAC_O::Pla3_lineage,BAC_O::Planctomycetales,BAC_O::Polyangiales,BAC_O::Propionibacteriales,BAC_O::Proteinivoracales,BAC_O::Pseudomonadales,BAC_O::RBG-13-54-9,BAC_O::RBG-16-55-12,BAC_O::RF39,BAC_O::Reyranellales,BAC_O::Rhizobiales,BAC_O::Rhodobacterales,BAC_O::Rhodospirillales,BAC_O::Rickettsiales,BAC_O::Rubrobacterales,BAC_O::Run-SP154,BAC_O::SBR1031,BAC_O::SJA-15,BAC_O::SJA-28,BAC_O::SM1A07,BAC_O::Saccharimonadales,BAC_O::Solibacterales,BAC_O::Solirubrobacterales,BAC_O::Sphingobacteriales,BAC_O::Sphingomonadales,BAC_O::Spirochaetales,BAC_O::Steroidobacterales,BAC_O::Sumerlaeales,BAC_O::Sva0485,BAC_O::Symbiobacteriales,BAC_O::Synergistales,BAC_O::Syntrophales,BAC_O::Syntrophobacterales,BAC_O::Syntrophomonadales,BAC_O::Syntrophorhabdales,BAC_O::TA06,BAC_O::Thermacetogeniales,BAC_O::Thermales,BAC_O::Thermoanaerobacterales,BAC_O::Thermoanaerobaculales,BAC_O::Thermotogales,BAC_O::Thermovenabulales,BAC_O::UASB-TL25,BAC_O::VHS-B3-70,BAC_O::Veillonellales-Selenomonadales,BAC_O::Verrucomicrobiales,BAC_O::Vibrionales,BAC_O::Vicinamibacterales,BAC_O::WCHB1-41,BAC_O::WCHB1-81,BAC_O::WD260,BAC_O::WPS-2,BAC_O::WS1,BAC_O::WWE3,BAC_O::Xanthomonadales,BAC_O::Zixibacteria,BAC_O::c5LKS83,BAC_O::unidentified,ARC_O::Aenigmarchaeales,ARC_O::Bathyarchaeia,ARC_O::LKM11,ARC_O::Lokiarchaeia,ARC_O::Methanofastidiosales,ARC_O::Methanomassiliicoccales,ARC_O::Methanomethyliales,ARC_O::Methanomicrobiales,ARC_O::Methanosarciniales,ARC_O::Micrarchaeales,ARC_O::Nitrososphaerales,ARC_O::Odinarchaeia,ARC_O::Rhinosporideacae,ARC_O::Teleostei,ARC_O::Veneroida,ARC_O::Woesearchaeales,ARC_O::unidentified
1-21,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156,0.0,0.141,0.0,0.185,1.228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.847,0.0,0.0,0.0,0.0,0.0,0.824,0.0,0.0,7.236,0.0,0.104,0.121,0.113,0.0,0.0,0.853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.358,1.55,0.0,1.991,0.0,0.0,9.156,1.559,0.0,0.119,0.522,0.0,0.0,0.0,0.0,0.0,0.0,14.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.238,0.0,0.591,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.7909999999999999,0.0,0.0,0.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.202,0.113,0.0,0.0,0.0,0.0,0.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.109,0.0,0.158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.466,0.0,0.0,0.0,1.394,0.0,0.8260000000000001,0.646,0.0,0.163,0.0,0.206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.382,0.234,0.0,0.0,0.0,0.611,2.349,0.858,1.37,0.0,0.102,0.0,0.0,9.761,0.241,1.827,0.0,0.0,0.0,0.0,1.033,7.772,0.319,0.9949999999999999,1.708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.126,0.0,1.341,0.0,0.618,0.9239999999999999,0.0,0.432,0.0,0.0,23.484,1.242,0.0,32.983,39.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.574
2-21,0.0,0.0,0.146,0.0,0.0,0.0,0.0,0.0,0.126,0.0,0.406,0.11,0.154,0.0,0.146,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.588,0.0,0.0,0.0,0.0,0.0,0.449,0.0,0.0,20.622,0.0,0.0,0.0,0.224,0.0,0.0,1.05,0.0,0.264,0.0,0.0,0.0,0.0,0.0,0.146,0.799,1.232,0.0,2.272,0.0,0.0,4.752,1.043,0.0,0.138,0.575,0.0,0.0,0.0,0.0,0.154,0.0,14.427,0.0,0.0,0.114,0.0,0.0,0.0,0.0,0.0,0.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.417,0.0,0.106,0.421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.189,0.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106,0.122,0.0,0.0,0.142,0.0,0.0,0.307,0.0,0.153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.113,0.0,0.0,0.0,2.082,0.0,0.9520000000000001,0.921,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.126,0.0,0.571,0.0,0.0,0.634,0.646,0.0,0.0,0.0,0.717,1.193,1.122,0.282,0.0,0.0,0.0,0.0,4.579,0.448,0.598,0.0,0.0,0.13,0.0,1.059,6.276000000000001,0.6569999999999999,0.571,1.378,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142,0.0,0.0,0.22,0.0,2.2,0.0,0.0,0.8320000000000001,0.0,0.479,0.0,0.0,24.782,2.081,0.0,33.951,37.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.758
3-21,0.0,0.0,0.205,0.0,0.0,0.0,0.0,0.0,0.285,0.0,0.247,0.0,0.17,0.0,0.188,0.536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.599,0.0,0.0,0.0,0.0,0.306,0.296,0.0,0.0,16.33,0.0,0.0,0.0,0.0,0.0,0.0,0.556,0.0,0.403,0.0,0.0,0.0,0.0,0.0,0.136,0.355,6.386,0.0,1.457,0.0,0.0,2.743,2.81,0.0,0.449,2.772,0.0,0.0,0.0,0.0,0.0,0.0,7.293,0.0,0.0,0.208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174,0.285,0.904,0.0,0.574,0.0,0.122,0.244,0.0,0.0,0.0,0.0,0.324,0.133,0.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.129,0.0,0.0,0.0,0.0,1.189,0.632,0.0,0.0,0.0,0.372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.305,0.0,0.0,0.0,0.709,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.226,0.0,0.115,0.0,0.0,0.0,0.0,0.0,2.314,0.0,0.0,0.129,1.238,0.0,2.754,0.254,0.0,0.0,0.0,0.251,0.0,0.0,0.0,0.441,0.114,0.0,0.0,0.0,0.718,1.158,0.0,0.0,0.0,0.351,0.441,0.278,2.333,0.0,0.379,0.0,0.0,3.989,0.459,0.32,0.0,0.0,0.17,0.0,1.204,3.524,0.511,0.508,1.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101,0.0,0.0,0.0,0.428,0.0,0.0,0.0,0.191,0.0,3.186,0.0,0.101,0.685,0.0,0.276,0.0,0.0,17.478,0.524,0.0,28.388,45.423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.911
4-21,0.0,0.0,0.0,0.0,0.256,0.0,0.0,0.0,0.151,0.0,0.0,0.0,0.0,0.0,0.52,0.712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.922,0.0,0.0,0.215,0.0,0.155,0.0,0.0,0.0,12.643,0.0,0.0,0.0,0.0,0.0,0.0,0.881,0.0,0.0,0.338,0.114,0.178,0.0,0.0,0.178,0.178,5.567,0.0,1.775,0.0,0.0,10.358,1.36,0.0,0.26,1.387,0.0,0.0,0.0,0.0,0.114,0.0,7.716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.771,0.0,0.246,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105,0.0,0.0,0.0,0.0,0.0,0.155,0.0,0.0,0.0,0.457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.004,0.0,0.0,0.0,0.818,0.0,0.147,0.0,0.137,0.0,0.0,0.0,0.0,0.0,0.0,0.224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.798,0.0,0.0,0.0,2.177,0.0,2.172,0.999,0.0,0.0,0.0,0.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.437,1.292,0.0,0.0,0.0,0.0,0.383,0.22,1.976,0.0,0.215,0.0,0.0,4.343,0.411,0.329,0.0,0.0,0.256,0.0,1.369,4.239,0.698,0.142,1.446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192,0.0,0.0,0.0,0.279,0.0,0.0,0.0,0.0,0.114,2.291,0.0,0.114,0.946,0.0,0.829,0.0,0.0,15.542,0.95,0.0,53.59899999999999,26.762,0.0,0.0,0.255,0.0,0.0,0.0,1.84,0.224
1-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.209,1.048,0.0,0.0,9.411,0.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.526999999999999,0.0,0.0,19.223,21.341,1.114,0.25,0.0,0.0,0.0,0.0,0.0,0.129,0.0,0.166,0.0,0.0,0.0,0.0,0.0,0.0,0.572,0.3,0.138,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.513,0.0,1.498,0.0,0.0,0.0,0.0,0.0,0.136,0.293,0.0,0.0,0.0,0.0,0.903,0.0,0.0,0.0,0.0,0.0,0.113,0.0,0.0,0.0,0.274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.858,0.0,0.0,0.0,0.161,0.174,7.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.071,0.0,3.096,0.0,0.0,0.0,0.0,1.681,0.143,0.0,3.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.731,0.0,0.511,0.0,0.0,0.26,4.188,0.0,72.03499999999998,20.525,0.228,0.0,0.0,0.0,0.0,0.0,0.0,2.236
2-22,0.0,0.0,0.0,0.0,0.16,0.0,0.0,3.291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.405,0.964,0.168,0.0,16.419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.0,0.0,0.0,0.0,0.279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.939,0.0,0.0,6.180000000000001,25.622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.259,0.0,0.154,0.0,0.0,0.0,0.0,0.0,0.0,0.226,0.5780000000000001,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.261,0.223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.485,0.0,0.0,0.0,0.0,0.0,0.0,0.337,0.17,0.0,0.0,0.0,1.889,0.0,0.0,0.0,0.0,0.0,0.187,0.0,0.0,0.0,0.0,0.322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.817,0.0,0.0,0.0,0.0,0.254,8.366,0.0,0.0,0.127,0.0,0.0,0.0,0.154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.713999999999999,0.0,2.766,0.0,0.0,0.0,0.0,1.448,0.143,0.0,3.219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.486,0.0,0.0,0.0,0.0,8.396,2.68,0.0,33.773,41.914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.237
3-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.204,0.0,0.0,0.37,10.387,3.611,0.398,0.0,0.0,0.474,0.114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.114,3.723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.408,0.0,0.0,0.0,0.0,0.0,0.332,3.421,1.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.897,0.0,0.0,0.0,0.0,0.0,6.292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208,0.0,0.0,0.147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.312,0.0,0.0,0.274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.659,0.0,0.0,0.0,0.346,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.328,0.0,0.0,19.698,7.846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.127
4-22,0.0,0.0,0.0,0.13,0.0,0.0,0.0,2.151,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.227,0.0,33.196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.963,0.0,0.0,1.537,10.829,2.22,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.187,0.228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.126,0.0,0.0,0.0,0.0,0.0,0.0,1.671,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.951,0.0,0.0,0.0,0.252,0.2,10.002,0.0,0.0,0.0,0.0,0.0,0.0,0.114,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.203,0.0,0.0,0.606,0.0,3.469,0.0,0.0,0.0,0.0,0.8939999999999999,0.0,0.0,0.6950000000000001,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.442,0.0,0.0,0.0,0.0,0.366,1.882,0.0,76.075,21.614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181,0.0,0.159,0.485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.968999999999999,0.0,0.0,0.0,0.235,0.226,0.0,0.42,0.0,0.133,0.0,0.0,0.0,0.0,0.0,0.103,0.0,1.51,0.0,3.049,0.0,0.0,5.868,3.469,0.0,0.0,0.0,0.0,0.146,0.0,0.101,0.307,0.118,1.491,0.0,0.0,0.0,0.0,0.153,0.0,0.0,1.571,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105,0.0,0.0,0.0,0.0,0.123,0.306,0.0,0.0,0.172,0.0,0.166,0.0,0.0,0.0,0.0,0.0,0.0,0.334,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.176,0.0,0.0,1.289,0.0,0.0,0.0,0.8400000000000001,0.6539999999999999,0.0,0.0,0.0,0.4320000000000001,0.0,0.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192,0.0,0.0,0.0,0.0,0.127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.309,0.0,0.0,0.0,0.39,0.0,4.266,3.661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.297,0.0,0.0,0.0,0.0,0.313,0.292,0.0,0.0,0.0,0.0,21.034,0.898,0.224,0.0,0.127,0.0,0.0,4.448,0.101,2.524,0.0,0.0,0.0,0.0,4.331,0.803,0.0,2.515,0.366,0.0,0.0,0.0,0.0,0.0,0.284,0.0,0.0,0.0,0.114,0.0,0.0,0.0,0.176,0.0,0.0,0.0,0.17,0.0,0.314,0.0,0.0,1.298,0.0,0.422,0.0,0.0,18.417,3.086,0.0,51.133,24.044,0.0,0.0,0.0,0.0,0.0,0.0,0.547,2.35
2-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.698,0.0,0.0,0.0,0.0,0.0,0.0,0.318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.122,0.0,0.271,0.0,0.0,12.626,0.856,0.0,0.119,0.0,0.0,0.0,0.0,0.0,0.182,0.0,0.239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.225,0.0,0.0,0.0,0.837,1.162,0.0,0.0,0.0,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.129,0.0,0.0,0.0,0.0,0.158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.937,0.0,0.0,0.0,0.0,0.0,3.236,2.253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158,0.0,0.0,0.0,0.0,0.0,42.423,0.881,0.0,0.0,0.129,0.0,0.0,0.646,0.0,3.149,0.0,0.0,0.0,0.0,1.955,0.139,0.0,0.881,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.284,0.0,0.0,0.384,0.0,0.0,0.0,0.0,20.638,1.94,0.0,37.96,39.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.215
